date,continent,country,total_cases,new_cases,total_deaths,new_deaths,total_tests,total_vaccinations,people_vaccinated,hosp_patients,population,median_age,gdp_per_capita,case_fatality_rate
11/07/2021,North America,India,2573619.0,4120,27307,463,71622140,64393554,31985015,11739,486396056,43.09351237,40641.69097,1.061035063853663
05/26/2020,North America,Germany,2453752.0,6124,227436,674,43624911,13372911,23049584,86838,953511484,25.41484796,4758.888094,9.268907371242081
07/08/2020,Europe,Italy,9752741.0,8475,225121,449,14197710,60467028,13309392,12384,1308048926,27.2987623,39699.34864,2.308284409480371
05/17/2022,North America,Germany,7265760.0,4396,251063,330,4974198,25147217,27814420,33094,935168441,27.67047879,45709.16071,3.455426548633591
05/05/2022,North America,Brazil,1353038.0,9283,24502,252,77447900,3907336,73028569,2120,266292173,48.5485823,45270.10867,1.810887794725647
11/19/2021,North America,Brazil,8639483.0,816,488815,680,64494474,63989763,7906440,993,470115664,41.89468756,51255.74698,5.657919576900609
04/01/2021,North America,Uk,4657693.0,7304,22486,962,1529362,16946856,77939521,87295,953059343,24.01084378,36874.49912,0.4827711916607642
09/17/2022,South America,Brazil,4264694.0,7331,373957,284,26195344,48919841,77052266,18150,1005294939,22.78537634,63104.05704,8.768671327884253
07/15/2021,Europe,Canada,707689.0,82,169330,273,62137612,38892680,35137486,64681,1132205746,45.28444561,33033.98233,23.927177050936216
01/07/2020,Asia,Usa,1296516.0,1920,188788,19,43317408,75013969,60880802,45388,837698561,44.06822969,36754.86664,14.561177802664988
03/18/2020,Asia,Uk,9945225.0,7817,228300,238,48944534,29908620,70964591,91292,804404456,40.12983734,54841.09718,2.295574006621268
01/14/2022,Europe,Japan,3463351.0,2093,103920,269,87588419,40883592,9902196,51116,1269586117,25.88301957,58493.21332,3.000562172300757
12/24/2020,Europe,Germany,9653648.0,7071,212566,417,48321828,55591171,70466805,55753,259924787,34.40850617,45736.94122,2.201924080927749
01/05/2020,Europe,Japan,1854971.0,7967,493768,944,17659253,58778382,73812095,39787,908774016,38.08177836,9719.751674,26.618637164678045
03/25/2020,Asia,France,9038807.0,8367,344912,309,53958955,20267512,12494181,35673,1396829996,47.96412581,23904.6945,3.81590181093589
01/09/2020,Asia,Canada,1849396.0,5285,403964,30,78899740,15853093,71142116,8290,790652401,25.08271221,2390.733113,21.843023343837665
03/29/2021,Asia,Canada,2691276.0,4937,62785,825,8644155,88387786,57060101,60123,936150594,35.46340421,21386.03676,2.332908256158045
12/14/2021,Europe,Japan,9017469.0,369,76050,103,65965577,51152607,2863185,16627,217788004,24.73254917,40346.8561,0.8433630323542005
07/06/2020,Europe,Usa,2526954.0,1818,22738,681,13380659,13917530,28252737,73474,823283884,33.31548022,56560.92101,0.899818516680557
08/19/2021,Asia,Germany,6549546.0,2101,74231,185,23379784,60012509,11030623,58844,246697513,26.00404924,41409.83438,1.1333762676069457
02/21/2022,Europe,Japan,8007407.0,3490,73606,127,19146619,57597520,56877051,62904,1085545026,45.08558625,3752.731245,0.9192239135590335
10/31/2021,North America,Japan,7385034.0,1779,486517,209,77061804,93851346,48239112,64705,1027342138,27.64208833,18878.34573,6.587877591355706
07/26/2021,Europe,France,7063410.0,7674,303806,413,11066829,65474054,53673356,68245,1348416206,32.51314149,40886.25602,4.301123678223408
12/07/2021,Europe,Italy,9050222.0,1364,380457,280,98833157,94255466,38437859,27629,239540535,32.23362957,49924.29279,4.203841629520248
09/01/2020,Asia,France,8001482.0,7294,227369,958,66928703,29596474,41189732,44186,1222391415,45.9888488,60785.31565,2.8415860961756834
02/08/2021,Asia,Russia,9055605.0,3676,475450,252,12480210,12068217,29843641,89621,958462595,42.73392394,67767.51991,5.250339430662004
11/18/2022,Europe,France,1072647.0,2426,277267,18,4651215,55014811,57281054,46537,728723334,21.72726467,62533.27687,25.848858012002086
11/03/2022,Europe,Usa,1631107.0,8264,493896,711,99020782,26180354,13269142,30832,1235413934,22.01262372,33245.6311,30.279803838742648
07/18/2020,North America,Russia,9417063.0,8089,156688,731,98050827,80427044,23602494,23472,467714307,36.53591735,52538.13627,1.6638733329064488
05/07/2020,Asia,Japan,5106563.0,2962,495898,135,58555917,7309356,39101498,48850,448337405,32.83157082,17596.41818,9.710993480350679
01/14/2022,Europe,Germany,8234679.0,859,273326,222,14411703,84113015,43715416,86298,1000968278,28.26752662,5404.324821,3.3192064924449394
01/27/2022,Europe,Japan,6463768.0,4138,352513,2,93612059,69788717,75738235,9507,692673613,43.77862815,4799.761971,5.453676555222898
02/20/2020,Europe,Usa,9694402.0,2424,492094,962,91546230,31222324,26530147,75114,413892448,23.85905516,17650.09224,5.076063484885401
11/29/2021,Europe,Usa,5606594.0,9256,455229,235,8413054,98402591,73444697,55696,1071081675,49.22170739,3590.334875,8.119528540857427
04/08/2021,Asia,Brazil,1950367.0,4017,162403,853,56357235,42713873,61905689,72247,725893948,20.7230752,59668.79656,8.326791829435178
02/03/2022,Europe,Russia,1910705.0,8560,177170,464,93493444,35850508,74915856,56373,57196834,23.54692174,34804.53226,9.272493660716856
05/19/2020,North America,France,1601596.0,8342,26128,227,8333715,53034883,18096451,61264,256401844,29.33949963,56952.10281,1.6313727057260383
12/22/2021,Europe,India,3791481.0,1134,31556,912,2626263,94341910,49940502,15979,220106398,35.27447286,65852.9811,0.8322869084666387
11/16/2022,South America,Japan,5123122.0,5166,258470,653,35797110,67886141,35472290,15049,725543490,26.48408475,69579.64417,5.045165818811264
06/14/2020,North America,Usa,7757202.0,5119,480721,498,95032132,72363573,50049482,59081,386804333,42.08645447,65664.31665,6.1970927146153985
08/25/2022,Asia,Germany,6348564.0,5694,152948,520,58926418,61104054,3814859,24997,332437859,30.7262571,50442.419,2.409174736208062
11/30/2021,Europe,India,4150276.0,6136,140021,701,99683685,10906180,26573320,56144,325391564,21.15615,31496.59598,3.3737756235970813
11/01/2020,Europe,Japan,5723601.0,5485,51962,861,14578200,89392369,11776556,40830,532540492,46.33165902,42260.9539,0.907855037414383
06/27/2022,Europe,Brazil,5354075.0,4164,90054,916,29827324,94852877,29705636,81369,474833145,48.31597019,57338.24939,1.681971208845599
12/06/2022,Europe,Russia,5279548.0,2346,202278,971,46410998,42884859,29581714,85721,1145309217,38.55690867,62931.26085,3.831350714114163
01/05/2022,Europe,Uk,2382357.0,5039,24099,676,2204087,21281121,3263818,21746,1272673249,44.19609166,66996.32433,1.0115612395623326
06/07/2022,North America,Germany,7904069.0,4897,235943,991,19730934,22866887,14176712,87393,1342567977,23.63334616,51411.79323,2.9850827466207597
12/18/2021,South America,France,2245131.0,8252,405932,138,55284945,83337167,29189602,9603,819576426,28.06460845,38256.79489,18.080548529239497
10/17/2020,North America,Brazil,4246049.0,5041,183683,275,29862571,54648902,32916977,76977,752238015,29.75695063,67817.64798,4.325974570712679
09/24/2022,Europe,Russia,8480473.0,3901,169957,290,94626818,20883868,40242202,4570,326516955,48.82259501,67145.12236,2.004098120470403
07/20/2022,Asia,Usa,5455770.0,1337,315288,52,30030270,62554723,32532876,32316,522745314,35.3666792,33951.14579,5.778982618402169
03/20/2022,North America,Usa,1072200.0,1184,196292,686,67486788,68521411,69656504,51604,727490833,20.22240676,45757.42894,18.307405334825592
05/20/2021,Asia,India,2906158.0,4426,7837,109,33943120,11195784,60939451,18467,1212024658,31.40557469,56839.4332,0.26966875166456883
04/26/2020,Europe,Usa,1222869.0,1551,180427,714,61334812,85289488,10930315,78381,552276316,20.23251803,30882.45836,14.754401329987104
01/06/2022,North America,France,3125354.0,1629,178371,947,56427547,72868030,31730409,44638,680541119,27.13417221,58227.05624,5.707225485497003
04/27/2020,Asia,Usa,9818159.0,9519,412375,647,96290086,54994643,4313939,26943,533919367,33.64100201,8690.427601,4.2001255021435275
07/02/2022,South America,Canada,4782883.0,1526,387356,3,29442143,35448909,79205196,70369,381840152,29.70179166,34199.46874,8.098797315343068
06/20/2020,North America,Canada,6501632.0,9865,378824,666,46363419,7697965,30938046,3340,77279504,20.98202637,34300.26242,5.826598614009529
12/15/2020,Europe,Canada,9302640.0,1361,248003,683,70999890,65287032,16987100,43532,643624320,23.49007167,48241.33688,2.6659421411556288
11/19/2022,South America,Japan,3982588.0,9765,368946,935,49356818,19463692,5838485,77848,1066868720,36.52659684,9032.497702,9.263976087910674
02/03/2022,Europe,France,8083123.0,4370,102413,869,46315118,79175395,39075927,66175,730820795,40.86814713,8121.519908,1.2669979165231062
12/25/2022,Europe,France,9956046.0,5283,51012,46,71668572,62393644,24331881,58918,794837211,32.13647037,63141.04206,0.5123720802414935
06/09/2020,Europe,Usa,6160686.0,7610,130193,93,54926225,682932,66161554,44188,661626464,41.94445239,21958.16105,2.113287383904974
06/10/2021,Europe,Germany,9306167.0,1993,452521,939,81918187,82719534,3874044,15211,838561100,24.89998666,23557.6441,4.862592730175592
05/08/2020,Asia,Italy,635605.0,869,218168,559,8941164,85195185,39297574,13496,725768868,23.66173843,54603.44672,34.324462519961294
07/24/2021,South America,Germany,7479821.0,1014,148178,751,45789106,1205290,74951054,94381,514274325,45.18361148,29628.72349,1.9810367119747918
12/19/2021,North America,Usa,4583897.0,602,58123,858,62635238,40447355,75143934,57248,1099547379,30.17640045,58471.73903,1.2679822430565084
11/21/2020,Asia,Usa,9203739.0,690,111825,212,65035971,86264019,43701301,95625,1209859980,32.96743766,28701.34245,1.214995340480646
12/01/2020,Europe,India,7413718.0,8685,8720,435,78042423,1280202,47998879,41145,962781223,48.42744807,53481.38387,0.1176197961670514
01/10/2020,Asia,Canada,67661.0,489,168733,851,27867664,87138293,34908402,29672,659298315,32.72336984,37246.38709,249.37999733967868
05/31/2021,Europe,Japan,6859991.0,6864,246103,507,54823389,59457819,46178927,81481,952599480,20.10470318,65572.14072,3.587511995278128
10/08/2020,South America,Italy,7585153.0,7240,224970,835,79280069,36355296,2462396,83238,512040304,48.13915819,23589.83913,2.9659256708467185
09/25/2022,Europe,Russia,5914988.0,7786,224866,650,24125291,17986272,71765752,74255,627204525,20.423559,26025.65106,3.801630704914363
10/10/2021,Asia,Uk,6558221.0,8024,480534,204,47892710,82796270,20586657,36027,643317446,39.86858851,67929.06962,7.327200470981383
04/04/2020,South America,Japan,1307506.0,294,499920,380,79799785,97080437,6744008,36251,581011811,29.68672729,51889.23176,38.234623779929116
05/29/2021,Europe,Italy,2901614.0,5488,414336,72,74359466,99824547,58417997,19403,1059037340,34.1117227,54307.14637,14.279500994963493
04/05/2021,North America,France,2966422.0,4027,150862,515,31620220,3121754,68234044,92345,893327644,36.41855503,21422.39568,5.08565537876944
11/21/2022,Europe,Brazil,3708654.0,2912,58655,75,77359789,77227347,77650542,25150,760324057,32.25380172,37711.06341,1.5815711036942244
07/13/2021,North America,Germany,7315436.0,9909,190715,840,91746578,4896544,13629960,75762,626685702,43.23106362,22634.32799,2.607021645736495
08/28/2020,Europe,India,118033.0,4744,93448,76,70016732,3910936,50924818,46940,962573712,47.92119229,18930.95319,79.1710792744402
03/03/2020,Europe,Italy,9018873.0,1873,178446,815,71168825,4493291,15241174,50476,1374725424,22.59236156,37931.64195,1.978584242177487
07/16/2021,North America,Japan,5872354.0,3258,173979,767,13221459,6330386,66895480,34202,640262969,44.00758644,69155.48307,2.9626790210535674
06/10/2022,Europe,Uk,1215502.0,2817,181143,409,3247532,43414702,11538536,8729,997785041,23.86013423,15808.96266,14.902731546307615
08/14/2020,South America,India,9810404.0,8636,120507,613,54595952,10853844,29407387,23938,807558824,22.4083155,17733.87028,1.228359199070701
03/22/2021,Asia,Italy,2319049.0,3641,296956,105,85787137,14898793,59226021,75302,611765572,48.67494358,17775.9002,12.80507656371211
12/02/2020,South America,Uk,6292518.0,4458,311714,844,10253881,57598752,21172292,73920,65918144,34.67893344,55627.45605,4.95372440730404
09/27/2022,Europe,Brazil,7587768.0,5307,313045,550,79118906,81584887,27751750,25762,1068410297,24.57809873,36223.26222,4.125653288292421
05/10/2021,North America,India,3720464.0,8933,60186,475,785514,19963714,21246102,28724,128521538,37.0987134,27548.96831,1.6177014479914333
07/29/2022,Europe,Italy,2192614.0,2041,122066,825,43016496,69842061,73470708,90586,1101459938,27.89711416,59221.49857,5.567144969429184
01/11/2021,Asia,Germany,770173.0,679,390508,274,52252235,43021774,7592387,20653,556513778,33.9292705,21526.85405,50.70393275277113
06/07/2020,Asia,Canada,5642264.0,5738,181323,87,11928807,56187808,49093177,13507,1265654712,38.73978782,28063.03501,3.2136567874172495
11/26/2022,Europe,Canada,467010.0,5668,196243,722,80087494,47495465,65334939,72914,1388949707,46.07809487,6079.818591,42.02115586390013
10/24/2022,Europe,India,1655016.0,9550,36160,880,6761510,9946581,12258415,42773,1395065283,20.09244195,9204.797029,2.18487313717813
06/17/2022,Europe,Canada,4221038.0,7697,19156,76,55384350,85865152,991072,35205,930831951,26.42421983,10434.4436,0.4538220219765849
04/28/2022,North America,France,9312483.0,8033,76208,76,54972496,78098270,64174019,11571,473573660,22.88811629,24941.29145,0.8183424334841739
06/28/2021,Europe,France,8376430.0,62,473196,441,69976656,79475490,25315689,37320,711803333,22.91293105,37161.88297,5.649136923486497
10/12/2022,Asia,Brazil,3880993.0,7829,465536,539,56167212,32381855,24547530,48853,669266980,48.37332239,1051.357727,11.99528058927187
11/23/2020,Asia,Canada,2568103.0,7352,149001,244,28646390,47934390,18041318,30190,216661846,48.08248804,14105.32949,5.801986914076266
11/23/2022,Asia,Russia,8469872.0,6915,459822,577,62266006,177589,10556895,89116,601701867,42.47924239,13119.85139,5.428913211439323
06/08/2022,Asia,Uk,8411883.0,8326,481658,777,15484602,17648459,10105984,36522,314583642,39.29189127,18480.93257,5.725923672499962
01/29/2021,South America,Brazil,6482532.0,3644,231226,381,86040963,24771506,72723232,71801,1062653528,45.43911339,12459.5839,3.5669087325754814
07/16/2022,South America,India,5196467.0,4970,455775,981,40970474,83603151,68468762,44489,1088731681,21.75226214,14463.8445,8.770862972862139
02/27/2022,Europe,Russia,5952793.0,8003,447421,716,77547085,75504058,36126278,72277,1318310097,23.58457379,68887.74491,7.516152501859211
09/29/2022,Europe,Russia,8961343.0,3278,241766,569,32801599,50060743,44875847,1837,103060264,29.5133877,42036.38788,2.6978768695718935
01/01/2021,North America,Canada,2000609.0,7296,461691,712,4266630,1854711,9058152,53763,647841807,44.9747714,53625.82837,23.077522894278694
11/23/2020,Europe,Brazil,9301434.0,9014,195413,736,92613538,53176461,40438659,82945,54551452,34.16697628,57534.69302,2.1008911099084293
08/25/2020,South America,Brazil,2697143.0,3074,357521,141,37234452,12134801,47425803,56964,617799517,35.1072429,47069.96122,13.25554484875292
05/18/2020,South America,Uk,9251130.0,8312,305007,892,49785570,65837792,53456697,56398,80773267,26.87796289,49581.53863,3.296970207963784
01/08/2020,Europe,France,9192300.0,7552,212909,367,91342130,71515319,18494308,82578,1123629294,39.45162444,44627.55767,2.3161667917713737
07/28/2021,Europe,India,9549765.0,1637,65439,83,16279720,94856555,38674548,82597,1071426517,46.63526462,45806.76999,0.685241992865793
11/10/2022,Europe,India,1314532.0,5103,138266,142,17267184,85233456,16361635,94522,579137468,29.8854266,65063.02442,10.518268098456334
01/22/2022,North America,Italy,421240.0,9116,202459,351,99025272,96105441,15797100,53198,277864169,38.57557819,13815.9547,48.06262463203874
09/10/2020,Asia,Germany,944789.0,644,121361,544,88136029,93992123,30378773,85741,1357661745,29.95846892,19956.37247,12.845301966894196
02/22/2020,Asia,Japan,2213573.0,2032,212986,912,5822934,94185584,76022336,35143,99980126,43.78157336,7434.839868,9.621819565019992
11/14/2020,Asia,Canada,8914501.0,2761,197286,151,52026113,3921076,39991601,49427,409222002,34.24879211,58775.38794,2.2130907832081683
11/02/2020,Europe,Usa,2255363.0,2068,358320,157,12065537,40576901,61809411,6859,383556721,30.18407067,31964.11733,15.88746467863488
05/03/2020,Europe,Germany,8375741.0,241,492508,445,75086590,654405,9658083,45507,693527885,32.60146563,63590.21468,5.880172273712858
08/22/2022,Asia,Brazil,5056861.0,2668,29777,652,46252037,68244053,62750680,34356,525291079,22.73682564,29405.62421,0.5888435533426764
03/08/2020,Asia,Brazil,6436446.0,802,256427,957,18885935,50326407,42256091,86501,1206555556,45.9835146,31540.37691,3.9839843292400805
12/23/2022,Europe,France,4148887.0,5059,157255,762,60332499,46117348,5851493,62570,919284868,48.74207166,31936.59859,3.790293637787676
05/10/2022,Europe,Italy,9595702.0,195,420661,302,81471680,81255822,78420707,12854,933513930,34.32242539,43262.02336,4.383848101993997
09/16/2022,South America,Germany,9057014.0,2187,198110,623,7603495,14094233,59432931,33013,391583806,26.64011624,53862.56407,2.187365504789989
05/03/2022,Europe,Germany,3668866.0,2330,349345,655,24208253,29903398,8482043,31654,1346367287,39.93968597,25239.16705,9.521879512634149
05/11/2021,North America,Uk,4612338.0,4841,409414,449,73100130,35733432,20331818,23054,90896476,33.57144439,44481.41629,8.876496041703795
06/03/2020,Asia,Usa,1033255.0,3606,414627,720,82843295,51227657,13842280,73728,701982454,27.56900243,15073.75314,40.12823552753193
06/21/2021,Asia,Italy,7082212.0,8468,181649,223,65503200,27342850,15987340,60254,333534182,21.1529943,39229.25021,2.5648625034099517
08/17/2021,Europe,Usa,8202787.0,60,278011,42,10692219,92139309,30356133,67720,478016460,46.69113355,38714.35809,3.3892261252181726
03/02/2021,Europe,France,4989847.0,3927,62501,263,51032086,29397653,58403069,45206,924007807,43.90203056,62321.39473,1.2525634553524387
09/21/2021,Europe,Brazil,8929285.0,6296,145338,755,72179262,77555778,51825580,36019,205259632,44.87018173,62813.32045,1.62765551777102
07/26/2021,Europe,Germany,7643603.0,2591,301566,2,20469532,22047424,25745048,16281,1164842578,33.19519193,34617.56992,3.94533834371042
10/17/2020,Europe,France,3094235.0,8758,166280,636,74263452,74815459,7366210,5863,924569534,42.59766176,2697.363139,5.373864622434947
10/18/2020,South America,Italy,9560067.0,9763,121544,267,39242473,66557245,28410975,52203,522148354,37.43675792,59278.91459,1.27137184289608
07/28/2020,Asia,India,5986126.0,6121,424429,595,53009697,83993656,29034662,75238,10955553,31.24325889,1042.950469,7.090211599288088
08/09/2021,South America,Germany,2859653.0,1200,138439,15,61432741,30149263,71311168,36539,1031198501,45.28226264,33999.50085,4.841111841191921
11/11/2021,Europe,Russia,387952.0,2854,255230,333,83686837,80948111,47185226,79072,1030330527,49.96272644,2365.520877,65.78906668866252
11/07/2022,Asia,France,1030117.0,7024,472242,463,55319087,93505906,3022721,42088,362941618,46.97846922,25328.79931,45.843530395091044
10/07/2020,Europe,Germany,2896818.0,9428,35362,58,53177805,99051894,108407,62438,1002176755,43.28575915,44936.76334,1.22071873345167
01/09/2020,Europe,Russia,2357821.0,6972,250449,176,89455219,64163891,28298069,16077,1236426676,42.42523917,26612.86231,10.622053158403459
10/06/2021,North America,Canada,8913742.0,136,313732,62,38776193,28214995,29492285,25273,420449933,39.50746529,64955.50374,3.5196441629116033
03/15/2022,North America,Russia,5584263.0,1029,169357,957,16997378,59449384,45662381,31052,830077830,45.60852491,45212.69071,3.0327547251982936
04/19/2022,Asia,Canada,244761.0,2594,126683,560,49311748,8928047,54375676,67955,987582291,34.79243743,45604.62721,51.75783723714154
02/08/2021,North America,Brazil,8386180.0,7206,256157,306,64419062,26683482,47312110,13518,654704543,25.45188531,26836.15617,3.0545134972061176
04/15/2021,Europe,Germany,64323.0,661,205827,245,81718933,71883651,32831902,7396,874205613,43.04149173,3659.503176,319.9897392845483
12/11/2021,Europe,Russia,1237715.0,2472,202918,288,20831708,32370271,11882213,84548,708359925,47.58519123,51934.40092,16.394565792609768
10/28/2022,Asia,Italy,8040979.0,86,298451,797,36397284,59084641,65264556,40077,324371512,30.24056876,50420.88641,3.711625164050298
01/20/2021,Asia,Germany,954480.0,6219,488383,954,3314723,30251750,23181564,11981,902936516,43.48949894,37578.62686,51.16744195792473
08/15/2021,Europe,Brazil,6681134.0,8143,342424,331,85288131,99615319,69869388,98989,1122962590,28.21168109,29722.49471,5.125237721620312
08/13/2021,Europe,India,854016.0,6968,413083,526,10942880,73851484,45174470,68292,1103089550,48.2780082,38143.87645,48.36946848770983
07/23/2022,North America,India,5347417.0,2773,318667,849,74378986,7599789,70076612,64842,1396314109,40.50382976,52530.26289,5.9592696810441375
04/09/2020,Asia,Canada,9253517.0,1700,477377,254,20048730,51177947,68298361,5023,1151482940,37.07827962,50182.19472,5.158870946041381
10/28/2022,North America,Germany,5809701.0,2700,399594,603,49087097,26470508,12755356,91954,1384169271,43.39610474,46409.5667,6.878047596597484
02/27/2022,Europe,Russia,9439101.0,6815,215757,509,87625243,17088725,67018374,21219,114235236,44.39693512,63360.63145,2.2857791223973556
08/28/2020,Europe,Uk,8671370.0,1647,107669,790,92822051,62764724,60206418,83892,391642194,46.77109695,43082.29803,1.241660775632916
05/08/2020,Asia,Germany,9993726.0,6038,208030,717,46124553,8837528,65783142,17094,256923337,47.03358599,2001.165681,2.0816059996041516
10/19/2020,Europe,Russia,2883427.0,5164,158998,605,79512647,20424232,5866595,37853,459196523,21.58072477,43646.40466,5.514202370998121
03/17/2022,Asia,Uk,1416012.0,5520,103215,736,7350336,93649528,46205469,5646,914172193,23.68722824,43266.58795,7.289133142939466
03/27/2020,Europe,Italy,5752810.0,3687,98707,812,79822627,23341132,24953961,54045,769065456,44.78182635,5804.895282,1.7158049718311572
05/17/2020,Europe,Usa,571650.0,596,406396,829,41278337,43931742,19849860,46925,824915864,48.3815496,30513.35305,71.09175194612088
04/12/2020,North America,Italy,4476576.0,4545,92837,462,9497806,9881960,30125506,43927,155136612,29.23015544,45925.64208,2.0738394701664844
01/31/2021,Europe,Italy,8774533.0,8676,380214,198,77179990,32612132,45426197,11991,791989439,20.25805455,49610.58499,4.333153684646237
10/22/2022,Europe,India,2863793.0,8837,430147,270,91632849,20730538,41095573,18978,761518035,29.68115567,62620.42414,15.02018476894105
10/29/2021,Europe,Uk,4909047.0,4757,417230,745,11784445,55341217,9460607,83012,469481932,31.48592408,59055.28767,8.499205650302391
02/27/2021,Europe,Italy,6881289.0,4384,245847,557,84173252,61075920,56838881,35723,571839443,42.83100094,9042.074842,3.5726881983884122
03/21/2021,North America,Brazil,7422212.0,8912,227544,63,15244680,85869366,54352668,24787,405844074,21.42753997,43006.12544,3.06571679709499
09/19/2022,Europe,Usa,3757974.0,4733,342016,229,48524941,71167539,68683434,91693,1028791569,26.37920708,42157.21737,9.10107414260982
08/31/2021,Europe,Japan,8791689.0,7081,451718,941,12884071,71161812,9793083,49092,405454312,46.81905759,21958.60632,5.1380115925392715
08/10/2020,North America,Usa,7211179.0,8690,349880,951,41638100,85510691,58263116,44791,245145711,24.64461228,13703.29372,4.851911178463328
07/31/2020,Europe,India,8767500.0,7117,267614,248,34116565,47275957,21598409,75171,1184486171,42.77742956,14766.09747,3.052341032221272
03/21/2020,Europe,Italy,4199591.0,4729,227467,245,82095786,49134778,13419971,14932,746376110,30.83931247,13250.79606,5.416408407390148
07/16/2022,Europe,Japan,5500545.0,1673,146025,939,40976186,77450999,49987167,36911,681187075,39.87980645,56632.1934,2.654736939703248
03/04/2020,South America,Canada,8291923.0,8306,235652,586,83855729,1779763,54862677,9946,658339351,22.2153951,11239.1205,2.8419463132978926
04/20/2021,Europe,Canada,3154240.0,9928,431723,156,20938178,25285095,30868847,84899,830148908,28.59673835,19243.04644,13.687068834330931
10/15/2022,Asia,France,9045310.0,7178,355113,734,54814326,52669970,10529107,14387,880033288,32.74369212,16027.39991,3.925935097857343
01/03/2022,North America,Germany,7796324.0,2294,91493,701,51998066,46869899,26779909,69141,1114376689,45.71637878,50187.12144,1.173540247942492
11/13/2020,Europe,Russia,8112074.0,3630,268667,984,45139030,6135599,64659272,49573,139701855,36.90487573,11929.31671,3.3119397086367806
01/26/2021,Europe,Canada,2190222.0,146,217995,563,61826113,5756635,23608908,41405,556035642,21.35675879,2660.48173,9.953100644592192
08/02/2021,Asia,Russia,2719269.0,3453,188262,949,62957282,76166891,44065310,9152,555142773,44.0559972,26821.55411,6.923257684326193
10/12/2020,South America,Brazil,7235574.0,4507,440977,87,15644927,75961038,44818982,98434,985144294,21.63564467,22051.50402,6.094568309300686
08/23/2020,Europe,Uk,5672354.0,5783,293313,312,80542004,95011983,37590321,35415,964801044,48.03099692,28441.62464,5.17092198406517
01/02/2020,Europe,France,5205597.0,7751,45641,850,51028167,74715116,65138389,95879,223983147,26.35152338,53013.286,0.8767678327769131
08/24/2022,Europe,Uk,5284958.0,5628,154062,65,66038891,53321926,47653028,31848,26053417,34.63778434,1853.316714,2.9151035826585567
07/25/2021,Europe,Uk,786667.0,8328,29661,661,64575476,71031598,21990133,43394,1082144124,22.16842906,3601.82452,3.7704645040404645
02/08/2021,Europe,Russia,9742257.0,3360,144491,19,95522224,82351426,58768471,69265,14735021,36.85137159,18639.4796,1.4831368131635205
08/24/2020,Europe,France,1712503.0,3005,276601,32,21227936,54654750,12673074,31455,1298005422,34.91686102,62355.38555,16.15185491645854
08/04/2020,Asia,India,3609736.0,3552,329744,839,50029641,82470219,59528214,95348,27810055,32.30745605,12666.14054,9.134850858899377
05/25/2022,North America,Russia,8060833.0,18,103619,792,11257100,49633835,47237782,66560,260917010,21.06718751,69795.61902,1.2854626810901553
12/20/2020,Europe,India,6638155.0,2242,338246,557,90008343,2592177,11137096,91764,1193418012,46.36809136,56592.78706,5.0954821030843656
03/18/2020,North America,Russia,1384418.0,6318,33085,72,6397153,49988386,8802160,16921,1316806610,44.07909796,32473.42217,2.38981290332833
10/14/2020,Asia,Japan,386594.0,5097,97064,865,40604018,82903542,16808012,32179,1015486409,38.99090061,52602.49492,25.107477094833342
09/21/2021,Europe,Canada,2869760.0,8640,181726,824,77167635,92680660,49715180,52235,1047440590,37.16689948,36798.24362,6.332445918822479
08/26/2021,Europe,Usa,1092501.0,1948,399346,342,27954010,80738265,46948264,32037,723094337,40.84839294,40053.46626,36.55337615251611
01/27/2020,North America,Uk,5238331.0,9137,105723,132,99764897,66795446,1741888,33275,862340916,24.31970048,41073.25019,2.0182573418900027
08/19/2021,North America,Russia,8525631.0,5618,133114,54,38777427,92526273,25047975,36692,1017549999,47.97932739,45761.71539,1.5613389788978669
08/03/2021,Europe,France,1135964.0,4236,332278,60,91734069,37207821,38203409,8872,1026904738,28.54019875,5192.729112,29.250750904077943
12/28/2021,Europe,France,9872232.0,6901,305126,856,78807241,68561261,25262755,51764,956479142,39.69470817,43538.36924,3.090749893235896
12/20/2022,Europe,Italy,2155748.0,1920,491638,519,14027520,75996931,79687454,90871,47034642,38.20267043,50469.45215,22.805912379369015
09/18/2020,Europe,Usa,3925282.0,4188,327329,271,49013988,53106576,61503029,86143,778267211,39.09841939,22439.89632,8.338993223926332
02/07/2022,North America,Italy,873172.0,238,33477,245,43897963,54320366,52357694,52299,723532220,46.36856369,68521.9393,3.8339525316890604
05/06/2021,Europe,India,8910852.0,204,114161,175,25424295,33136196,22095616,34961,251875837,28.8773362,10966.71093,1.2811457310703849
05/16/2021,South America,Italy,5655378.0,5552,314853,627,94464859,74804119,45681390,24466,352865644,42.46844565,63820.53405,5.567320168519239
10/06/2020,Europe,Italy,4873594.0,4927,159788,316,68873054,92371504,58438664,15762,1188057081,37.95173192,47675.00915,3.2786481598590282
07/23/2021,Europe,Canada,4063309.0,4390,340281,782,85044673,38669110,8947157,18930,78237395,22.28180993,46837.699,8.374480011242069
01/20/2021,Europe,Russia,6941245.0,2687,298162,704,67965681,63828934,35931737,54213,917496562,32.42464043,61445.56353,4.295511828209492
01/04/2021,Asia,Usa,9451244.0,4951,139133,661,23287892,88478358,3860851,70191,1274219223,45.1385472,58389.31558,1.4721130890282803
09/23/2020,Asia,Italy,7817304.0,6160,139681,130,70360745,31974794,41733065,50374,646206850,29.46042167,24834.97583,1.786818064130549
